Comparison	p53Target	Ensg	GeneID	p53	TargetRegion	InteractionBait	InteractionOtherEnd	InteractionDynamism	EnrichedInGeneSet	p53EnsgGenomicDistance	H3K27acLog2FCp53	H3K27acLog2FCensg	H3K27acLog2FCenhancer	ExprLog2FCensg
Nut10h.vs.Nut0h	enhancer	ENSG00000128342	LIF	22:30015082-30015304	22:30010970-30022747	22:30640576-30651421	22:30013652-30017173	maintained	DELYS_THYROID_CANCER_UP,JOHNSTONE_PARVB_TARGETS_3_UP,PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,MIR4530,AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2	628047	1.43525209404065	0.894569079759823	0.913415551168972	
Nut10h.vs.Nut0h	enhancer	ENSG00000128342	LIF	22:30015082-30015304	22:30010970-30022747	22:30640576-30651421	22:30013652-30017173	maintained	DELYS_THYROID_CANCER_UP,JOHNSTONE_PARVB_TARGETS_3_UP,PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,MIR4530,AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2	628047	1.43525209404065	0.894569079759823	0.913415551168972	
Nut10h.vs.Nut0h	enhancer	ENSG00000128342	LIF	22:30019116-30019338	22:30010970-30022747	22:30640576-30651421	22:30017601-30029686	gained	DELYS_THYROID_CANCER_UP,JOHNSTONE_PARVB_TARGETS_3_UP,PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,MIR4530,AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2	624013	1.43525209404065	0.894569079759823	0.913415551168972	
Nut10h.vs.Nut0h	enhancer	ENSG00000128342	LIF	22:30019116-30019338	22:30010970-30022747	22:30640576-30651421	22:30017601-30029686	gained	DELYS_THYROID_CANCER_UP,JOHNSTONE_PARVB_TARGETS_3_UP,PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,MIR4530,AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2	624013	1.43525209404065	0.894569079759823	0.913415551168972	
Nut10h.vs.Nut0h	enhancer	ENSG00000106683	LIMK1	7:73590956-73591178	7:73589569-73598804	7:73490086-73499864	7:73589845-73591981	maintained	AP1_Q4	94204	0.81549266188562	0.388417667448733	0.498891173542151	
Nut10h.vs.Nut0h	enhancer	ENSG00000169756	LIMS1	2:109061744-109061966	2:109060788-109062423	2:109061063-109066640	2:109144635-109152181	maintained	DANG_REGULATED_BY_MYC_DN,MIR153_3P,MIR4503,MIR4465,MIR507,HAND1_TARGET_GENES	88602	2.47483544978113	0.409469668304024	2.60147773670781	
Nut10h.vs.Nut0h	enhancer	ENSG00000196365	LONP1	19:5696847-5697069	19:5695986-5697915	19:5672132-5706867	19:5717274-5748652	gained		24025	1.59983647035567	0.318916030961242	1.40701306231781	
Nut10h.vs.Nut0h	enhancer	ENSG00000138834	MAPK8IP3	16:1751542-1751764	16:1750974-1752821	16:1753559-1761583	16:1750173-1751555	maintained	ZFP3_TARGET_GENES	4131	1.60339986381268	0.521874187185407	1.1770905422851	
Nut10h.vs.Nut0h	enhancer	ENSG00000011258	MBTD1	17:49321959-49322181	17:49321729-49322600	17:49333641-49345729	17:49313241-49322720	gained	chr17q21,HELLER_HDAC_TARGETS_UP,MIR153_3P,MIR4291,MIR6834_3P,MIR6124	15854	1.31995922286357	0.558932437690336	1.31995922286357	0.363002869014086
Nut10h.vs.Nut0h	enhancer	ENSG00000171444	MCC	5:112503757-112503979	5:112501924-112504078	5:112823183-112827026	5:112502658-112505854	gained	DANG_REGULATED_BY_MYC_DN,MIR4503,MIR4261,MIR147B_5P,MIR548A_3P,MIR548BC,MIR548E_3P,HNF3ALPHA_Q6,MIR548F_3P,MIR548AZ_3P	321059	1.09944324556509	1.87175204830133	1.57286891048152	
Nut10h.vs.Nut0h	enhancer	ENSG00000111554	MDM1	12:69181406-69181628	12:69180454-69182020	12:68723761-68734650	12:69180877-69189302	gained	LET_7F_2_3P,MIR1185_1_3P_MIR1185_2_3P,MIR6885_3P	454956	1.56132459490033	0.481998737849262	1.57186228465338	
Nut10h.vs.Nut0h	enhancer	ENSG00000105429	MEGF8	19:42856425-42856647	19:42856323-42856983	19:42825333-42835027	19:42851431-42865089	gained	GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	27175	1.82315574573286	0.278019522875316	1.82315574573286	
Nut10h.vs.Nut0h	enhancer	ENSG00000010165	METTL13	1:172392570-172392792	1:172392185-172392625	1:171750038-171751187	1:172387710-172398056	maintained	KIM_WT1_TARGETS_12HR_DN,MIR6512_3P,MIR6720_5P	642293		0.593573238477602		
Nut10h.vs.Nut0h	enhancer	ENSG00000221763	MIR1289-1	20:33896028-33896250	20:33890450-33909758	20:34040715-34042483	20:33895257-33906000	gained		146180	1.10370613537749	0.407409442214599	0.838440642396895	
Nut10h.vs.Nut0h	enhancer	ENSG00000221604	MIR1293	12:50640666-50640888	12:50639883-50642207	12:50618194-50630246	12:50637053-50655179	maintained		12382	1.43348204480252	1.15424301920335	1.14204905599681	
Nut10h.vs.Nut0h	enhancer	ENSG00000222071	MIR1915	10:22025946-22026168	10:22024925-22026778	10:21781245-21789893	10:22025663-22029465	maintained		240087	1.14485635819946	0.757831110986926	1.11041767885613	
Nut10h.vs.Nut0h	enhancer	ENSG00000168404	MLKL	16:74901643-74901865	16:74901592-74902704	16:74733464-74735009	16:74901316-74905880	maintained		166496	1.30609907702176	0.409251797013493	0.964425500333065	
Nut10h.vs.Nut0h	enhancer	ENSG00000155229	MMS19	10:99309818-99310040	10:99309178-99310451	10:99255245-99265644	10:99307835-99311304	maintained	MIR3619_5P,MIR761,MIR214_3P,MIR4291,MIR4782_3P	50978	1.56521432442746	0.79523512783757	1.19967087388883	
Nut10h.vs.Nut0h	enhancer	ENSG00000243147	MRPL33	2:28631972-28632194	2:28631009-28633288	2:27992728-27995199	2:28629653-28632400	gained		637899	1.21471475899622	0.71798327604331	1.17167779360983	
Nut10h.vs.Nut0h	enhancer	ENSG00000096080	MRPS18A	6:44030199-44030421	6:44030011-44031074	6:43654731-43655823	6:44027857-44031356	maintained		374382	0.784750011439914	0.497537070489109	0.555330118004708	
Nut10h.vs.Nut0h	enhancer	ENSG00000177112	MRVI1-AS1	11:10681190-10681412	11:10671820-10692203	11:10559238-10563945	11:10675326-10684734	gained	HAND1_TARGET_GENES	118882	0.800661050268798	0.811392526818768	0.23472434874483	
Nut10h.vs.Nut0h	enhancer	ENSG00000099810	MTAP	9:21565316-21565538	9:21559900-21595141	9:21801459-21803557	9:21563778-21566644	maintained	KIM_WT1_TARGETS_12HR_DN,P53_DN.V1_UP	236715	0.545588671630581	0.503437412058491	0.526869965511325	
Nut10h.vs.Nut0h	enhancer	ENSG00000099810	MTAP	9:21565316-21565538	9:21559900-21595141	9:21801459-21803557	9:21563778-21566644	maintained	KIM_WT1_TARGETS_12HR_DN,P53_DN.V1_UP	236715	0.545588671630581	0.503437412058491	0.526869965511325	
Nut10h.vs.Nut0h	enhancer	ENSG00000065911	MTHFD2	2:74004330-74004552	2:74003669-74005024	2:74424144-74427500	2:74001946-74004627	maintained	MIR6124,GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_DN	420848	1.24063612034545	0.299745323365271	1.03232082411151	
Nut10h.vs.Nut0h	enhancer	ENSG00000162601	MYSM1	1:60195939-60196161	1:60195785-60197545	1:59164479-59168269	1:60187752-60196103	maintained	MIR4261	1029886	0.704624121633209	0.478356821039209	0.238724227923469	
Nut10h.vs.Nut0h	enhancer	ENSG00000162601	MYSM1	1:60195939-60196161	1:60195785-60197545	1:59164479-59168269	1:60196104-60197074	maintained	MIR4261	1029886	0.704624121633209	0.478356821039209	0.238724227923469	
Nut10h.vs.Nut0h	enhancer	ENSG00000109065	NAT9	17:72754716-72754938	17:72753182-72758256	17:72738651-72762155	17:72769612-72775423	maintained	chr17q25,MIR6512_3P,MIR6720_5P,TTGCWCAAY_CEBPB_02	18079	0.664403227184511	0.675394623337702	0.599554242950388	
Nut10h.vs.Nut0h	enhancer	ENSG00000010292	NCAPD2	12:6616873-6617095	12:6614947-6618187	12:6602233-6606235	12:6609864-6625944	maintained	HELLER_HDAC_TARGETS_UP,PITX1_TARGET_GENES	14862	2.02680652457691	0.565058845894401	1.04589320032908	
Nut10h.vs.Nut0h	enhancer	ENSG00000101247	NDUFAF5	20:13781438-13781660	20:13780088-13782287	20:13759014-13768440	20:13780959-13783691	gained	TTGGAGA_MIR5155P_MIR519E	16353	1.64710533866618	0.636247918965312	1.58828216172134	
Nut10h.vs.Nut0h	enhancer	ENSG00000172113	NME6	3:48443765-48443987	3:48443003-48444397	3:48335867-48348162	3:48440924-48445072	gained	PGM3_TARGET_GENES	100301	1.4114360101285	0.405655241662513	1.5163598552601	
Nut10h.vs.Nut0h	enhancer	ENSG00000015676	NUDCD3	7:44583792-44584014	7:44583304-44584276	7:44528998-44530639	7:44578811-44585646	maintained	MIR1976	53024	1.57603110302155	0.332640243105567	1.57603110302155	
Nut10h.vs.Nut0h	enhancer	ENSG00000108559	NUP88	17:5335297-5335519	17:5333571-5335943	17:5320579-5329948	17:5331413-5337394	maintained		11528	1.29803990986483	0.325312951676009	0.677347614221662	
Nut10h.vs.Nut0h	enhancer	ENSG00000164164	OTUD4	4:146429009-146429231	4:146428485-146429667	4:146099479-146103462	4:146418607-146444479	gained	MIR153_3P,CTATGCA_MIR153,MIR4465,MIR4261,MIR147B_5P,TAZ_TARGET_GENES,ACATATC_MIR190,GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_DN	327407	1.86915762562665	0.446707406254191	1.61586217442854	
Nut10h.vs.Nut0h	enhancer	ENSG00000164830	OXR1	8:107620826-107621048	8:107620229-107621586	8:107281965-107284433	8:107617396-107624708	gained	MIR1976,MIR153_3P,MIR3619_5P,MIR761,MIR214_3P,MIR4291,MIR379_3P_MIR411_3P,MIR300,MIR381_3P,MIR4495,MIR32_3P,GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	338864	2.08715812060587	-0.190078195335958	2.08715812060587	
Nut10h.vs.Nut0h	enhancer	ENSG00000121274	PAPD5	16:50200870-50201092	16:50199917-50202059	16:50175457-50189165	16:50194697-50201355	maintained	MIR708_3P,ZFP3_TARGET_GENES,MIR379_3P_MIR411_3P,MIR507,MIR4668_5P,MIR138_5P,MIR548A_3P,MIR548BC,MIR548E_3P,MIR548F_3P,MIR4495,MIR548AZ_3P	14552	1.91484564193577	0.435064363862806	1.72296394964678	
Nut10h.vs.Nut0h	enhancer	ENSG00000114054	PCCB	3:135861065-135861287	3:135860206-135862785	3:135959173-135969665	3:135860979-135861997	maintained	PITX1_TARGET_GENES	107572	2.62541729187797	0.580123006016012	1.73818194981553	
Nut10h.vs.Nut0h	enhancer	ENSG00000164951	PDP1	8:94747372-94747594	8:94745753-94749643	8:94745078-94748728	8:94868777-94871063	maintained	JOHNSTONE_PARVB_TARGETS_3_UP	122152	1.14798695080998	0.659877342965998	0.676574755915791	
Nut10h.vs.Nut0h	enhancer	ENSG00000186862	PDZD7	10:102769404-102769626	10:102766230-102774128	10:102790674-102794582	10:102762773-102789176	gained	EGR2_01,PGM3_TARGET_GENES,TAZ_TARGET_GENES	21775	0.389502272601915	0.818177096207474	0.200982354749147	
Nut10h.vs.Nut0h	enhancer	ENSG00000083535	PIBF1	13:74003908-74004130	13:74001815-74004938	13:73355605-73360045	13:73996831-74003975	gained		648222	1.38816488555274	0.644052989365777	1.31454784221322	
Nut10h.vs.Nut0h	enhancer	ENSG00000057757	PITHD1	1:24192055-24192277	1:24191355-24192880	1:24102972-24113979	1:24190943-24206180	gained	ETF_Q6,GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	87671	1.2748331133379	0.585744528604757	1.28979691247853	
Nut10h.vs.Nut0h	enhancer	ENSG00000145632	PLK2	5:56790601-56790823	5:56789702-56791882	5:57752380-57757252	5:56790591-56790917	maintained	KIM_WT1_TARGETS_12HR_DN,HELLER_HDAC_TARGETS_UP,PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,MIR6512_3P,MIR6720_5P,MIR6124,MIR544A,GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_DN	965775	1.95057816825919	1.52022554810631	2.17392506518067	
Nut10h.vs.Nut0h	enhancer	ENSG00000170836	PPM1D	17:58159699-58159921	17:58159156-58160985	17:58150676-58163742	17:58670963-58680134	gained	MIR153_3P,CTATGCA_MIR153,PITX1_TARGET_GENES,MIR300,MIR381_3P,MIR548A_3P,MIR548BC,MIR548E_3P,MIR548F_3P,MIR548AZ_3P,MIR32_3P,EGR_Q6	517334	0.376989046680173	-0.332233881285834	0.495557478652557	
Nut10h.vs.Nut0h	enhancer	ENSG00000213639	PPP1CB	2:28837028-28837250	2:28836616-28837527	2:28973341-28978474	2:28832511-28838878	maintained	KIM_WT1_TARGETS_12HR_DN,MIR4668_5P,HNF3ALPHA_Q6,GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_DN	136967	1.39047118166576	0.520096905409158	1.39047118166576	0.00673943269309004
Nut10h.vs.Nut0h	enhancer	ENSG00000236671	PRKG1-AS1	10:54203290-54203512	10:54194893-54216209	10:54071909-54076116	10:54199517-54207146	maintained	TAZ_TARGET_GENES	129113	1.55270031663799	1.25775351513587	0.892486749720912	
Nut10h.vs.Nut0h	enhancer	ENSG00000204540	PSORS1C1	6:30857970-30858192	6:30849557-30859052	6:31081808-31082599	6:30854701-30863498	gained		224046	1.53999810100792	0.517136980264621	0.881420811656551	
Nut10h.vs.Nut0h	enhancer	ENSG00000060656	PTPRU	1:30182741-30182963	1:30180620-30183823	1:29558588-29567345	1:30182821-30186422	gained	DELYS_THYROID_CANCER_UP	620224	1.13277594390228	1.0099682824303	1.50967207958573	
Nut10h.vs.Nut0h	enhancer	ENSG00000179950	PUF60	8:144918613-144918835	8:144917971-144919655	8:144906133-144914105	8:144918502-144920478	maintained		6295	1.26633016990985	0.425300924477945	0.76636205218521	
Nut10h.vs.Nut0h	enhancer	ENSG00000101417	PXMP4	20:32661573-32661795	20:32661181-32662776	20:32307488-32308232	20:32659891-32662067	gained		353159	1.2245734367901	0.546393024394129	0.876735684893802	
Nut10h.vs.Nut0h	enhancer	ENSG00000132329	RAMP1	2:239051228-239051450	2:239050080-239052922	2:238766345-238769802	2:239051196-239054085	maintained	DELYS_THYROID_CANCER_UP,P53_DN.V1_UP	284203	0.853149261299379	0.461258102621552	0.551949698506154	
Nut10h.vs.Nut0h	enhancer	ENSG00000132329	RAMP1	2:239051228-239051450	2:239050080-239052922	2:238766345-238769802	2:239051196-239054085	maintained	DELYS_THYROID_CANCER_UP,P53_DN.V1_UP	284203	0.853149261299379	0.461258102621552	0.551949698506154	
Nut10h.vs.Nut0h	enhancer	ENSG00000132329	RAMP1	2:239176060-239176282	2:239175479-239177062	2:238766345-238769802	2:239157880-239179981	gained	DELYS_THYROID_CANCER_UP,P53_DN.V1_UP	409035	1.18311146128995	0.461258102621552	1.13223283167498	
Nut10h.vs.Nut0h	enhancer	ENSG00000132329	RAMP1	2:239176060-239176282	2:239175479-239177062	2:238766345-238769802	2:239157880-239179981	gained	DELYS_THYROID_CANCER_UP,P53_DN.V1_UP	409035	1.18311146128995	0.461258102621552	1.13223283167498	
Nut10h.vs.Nut0h	enhancer	ENSG00000153179	RASSF3	12:65028562-65028784	12:65027039-65029329	12:64995195-65006738	12:65028342-65031019	gained	MIR142_3P,MIR4465,MIR4261,MIR147B_5P,MIR4782_3P,MIR508_3P	24780		0.727317768276008	1.14137452319243	
Nut10h.vs.Nut0h	enhancer	ENSG00000183808	RBM12B	8:95003146-95003368	8:95002715-95004676	8:94751434-94753291	8:94999994-95006709	gained	LET_7F_2_3P,MIR1185_1_3P_MIR1185_2_3P,PITX1_TARGET_GENES,ZNF581_TARGET_GENES,MIR4495	249612	1.15957482040159	0.637863437623942	1.33212440059404	
Nut10h.vs.Nut0h	enhancer	ENSG00000239306	RBM14	11:66386810-66387032	11:66384897-66387609	11:66379170-66385266	11:66386728-66388700	maintained	KIM_WT1_TARGETS_12HR_DN,MIR4668_5P	3268	1.03899036995115	0.510225676896552	0.845012044915714	
Nut10h.vs.Nut0h	enhancer	ENSG00000173933	RBM4	11:66386810-66387032	11:66384897-66387609	11:66379170-66385266	11:66386728-66388700	maintained		3224	1.03899036995115	0.510225676896552	0.845012044915714	
Nut10h.vs.Nut0h	enhancer	ENSG00000117602	RCAN3	1:24745516-24745738	1:24744916-24746336	1:24742861-24745558	1:24828117-24830589	maintained		83360	1.17676385528459	0.320877921388941	1.17676385528459	-0.0286323067346261
Nut10h.vs.Nut0h	enhancer	ENSG00000240877	RN7SL521P	7:148721070-148721292	7:148720165-148725003	7:148711364-148726471	7:148822204-148829956	gained	PITX1_TARGET_GENES,ZNF708_TARGET_GENES	102297	1.04656213820822	0.513070192194918	0.586499787522758	
Nut10h.vs.Nut0h	enhancer	ENSG00000200225	RNA5SP382	14:20869313-20869535	14:20868117-20870450	14:20880222-20889907	14:20867019-20879433	gained		13322	1.50519854401627	0.72626592182732	1.23675839940445	
Nut10h.vs.Nut0h	enhancer	ENSG00000110315	RNF141	11:10681190-10681412	11:10671820-10692203	11:10559238-10563945	11:10675326-10684734	gained	MIR4530,MIR4465,MIR203A_3P,HAND1_TARGET_GENES,MIR32_3P	118124	0.800661050268798	0.811392526818768	0.23472434874483	
Nut10h.vs.Nut0h	enhancer	ENSG00000158286	RNF207	1:6134372-6134594	1:6134064-6134901	1:6258535-6274327	1:6130641-6134664	maintained	MIR6885_3P,CP2_02,MIR548A_3P,MIR548BC,MIR548E_3P,MIR548F_3P,MIR548AZ_3P	130652	1.48760957192136	0.635208878428704	1.48760957192136	0.31581888403246
Nut10h.vs.Nut0h	enhancer	ENSG00000158286	RNF207	1:6474605-6474827	1:6474155-6475358	1:6258535-6274327	1:6473250-6478146	maintained	MIR6885_3P,CP2_02,MIR548A_3P,MIR548BC,MIR548E_3P,MIR548F_3P,MIR548AZ_3P	209581	1.66783854572465	0.635208878428704	1.55876574773464	
Nut10h.vs.Nut0h	enhancer	ENSG00000252850	RNU1-117P	12:89328215-89328437	12:89311289-89332549	12:88974496-88975469	12:89328120-89333537	maintained		353310	1.00948413886549	0.590346952881826	0.607410861437192	
Nut10h.vs.Nut0h	enhancer	ENSG00000199325	RNU4-39P	11:66386810-66387032	11:66384897-66387609	11:66379170-66385266	11:66386728-66388700	maintained		3960	1.03899036995115	0.510225676896552	0.845012044915714	
Nut10h.vs.Nut0h	enhancer	ENSG00000206778	RNU6-213P	16:16105374-16105596	16:16104679-16106218	16:15967544-15973082	16:16094929-16107653	gained		133962	1.03760150835651	0.0823076783513951	0.945078617483767	
Nut10h.vs.Nut0h	enhancer	ENSG00000268812	RP1-102K2.8	22:30015082-30015304	22:30010970-30022747	22:30640576-30651421	22:30013652-30017173	maintained		626391	1.43525209404065	0.894569079759823	0.913415551168972	
Nut10h.vs.Nut0h	enhancer	ENSG00000268812	RP1-102K2.8	22:30019116-30019338	22:30010970-30022747	22:30640576-30651421	22:30017601-30029686	gained		622357	1.43525209404065	0.894569079759823	0.913415551168972	
Nut10h.vs.Nut0h	enhancer	ENSG00000226944	RP1-120G22.11	1:6134372-6134594	1:6134064-6134901	1:6258535-6274327	1:6130641-6134664	maintained		131757	1.48760957192136	0.635208878428704	1.48760957192136	
Nut10h.vs.Nut0h	enhancer	ENSG00000226944	RP1-120G22.11	1:6474605-6474827	1:6474155-6475358	1:6258535-6274327	1:6473250-6478146	maintained		208476	1.66783854572465	0.635208878428704	1.55876574773464	
Nut10h.vs.Nut0h	enhancer	ENSG00000258088	RP11-114H23.2	12:76054072-76054294	12:76047556-76063367	12:76076940-76092715	12:76052688-76055013	maintained		38813	1.05163700568602	0.895386147885894	0.473374743008732	
Nut10h.vs.Nut0h	enhancer	ENSG00000271360	RP11-138I18.1	10:11727789-11728011	10:11725576-11728925	10:11645734-11654324	10:11727838-11729068	maintained		74996	1.065016254034	0.438831342438141	0.827212670475129	
Nut10h.vs.Nut0h	enhancer	ENSG00000264545	RP11-145E5.5	9:21565316-21565538	9:21559900-21595141	9:21801459-21803557	9:21563778-21566644	maintained		236808	0.545588671630581	0.503437412058491	0.526869965511325	
Nut10h.vs.Nut0h	enhancer	ENSG00000272202	RP11-157F20.3	3:57049220-57049442	3:57048728-57050301	3:57110628-57114231	3:57049015-57049387	maintained		63240	1.54820814704517	0.61173627620007	1.36640368050681	
Nut10h.vs.Nut0h	enhancer	ENSG00000272202	RP11-157F20.3	3:57049220-57049442	3:57048728-57050301	3:57110628-57114231	3:57049388-57051020	maintained		63240	1.54820814704517	0.61173627620007	1.36640368050681	
Nut10h.vs.Nut0h	enhancer	ENSG00000226332	RP11-157P1.4	20:60953197-60953419	20:60952553-60954057	20:60871672-60890793	20:60939241-60958236	maintained		71527	1.3695302227954	0.880617395061608	1.54092033404701	
Nut10h.vs.Nut0h	enhancer	ENSG00000261393	RP11-21B23.1	16:50299255-50299477	16:50299002-50301571	16:50395469-50403807	16:50298325-50300257	maintained		102725	0.317665592718757	0.313864215506289	0.288850049044301	
Nut10h.vs.Nut0h	enhancer	ENSG00000256670	RP11-338E21.1	12:65028562-65028784	12:65027039-65029329	12:64995195-65006738	12:65028342-65031019	gained		25034		0.727317768276008	1.14137452319243	
Nut10h.vs.Nut0h	enhancer	ENSG00000254554	RP11-351I24.1	11:9823892-9824114	11:9823364-9824545	11:10325114-10330150	11:9823233-9824086	maintained		501648	0.715614840253465	0.738827875929879	0.715614840253465	
Nut10h.vs.Nut0h	enhancer	ENSG00000230536	RP11-379C10.4	9:130730348-130730570	9:130724772-130736270	9:130856661-130856872	9:130724218-130736989	maintained		126677	0.619886263021612	0.988467332958267	0.0463672436165709	
Nut10h.vs.Nut0h	enhancer	ENSG00000254615	RP11-395G23.3	8:107620826-107621048	8:107620229-107621586	8:107281965-107284433	8:107617396-107624708	gained		338965	2.08715812060587	-0.190078195335958	2.08715812060587	
Nut10h.vs.Nut0h	enhancer	ENSG00000270149	RP11-544M22.13	1:161074412-161074634	1:161071507-161077583	1:161000389-161009261	1:161067306-161076002	maintained		65371	1.02783764281688	0.555761358828468	0.441636303935147	
Nut10h.vs.Nut0h	enhancer	ENSG00000233547	RP11-57H14.2	10:114475946-114476168	10:114475591-114477404	10:114706031-114714217	10:114475243-114476923	maintained		235977	1.46165485243611	0.612307404330207	0.935134168420534	
Nut10h.vs.Nut0h	enhancer	ENSG00000249678	RP11-619J20.1	4:30952511-30952733	4:30936867-30966717	4:30788537-30795945	4:30950850-30958601	gained		156630	1.00000164381935	0.744298597695329	0.581463604981764	
Nut10h.vs.Nut0h	enhancer	ENSG00000247011	RP11-700H6.1	17:48864480-48864702	17:48864145-48864900	17:49013346-49025312	17:48861591-48865374	maintained		157883	1.0017180823148	0.215686294127942	1.0017180823148	
Nut10h.vs.Nut0h	enhancer	ENSG00000267811	RP11-727F15.11	11:62367475-62367697	11:62363938-62368324	11:62364829-62376341	11:62538519-62544949	gained		171892	0.441290027575295	0.50279224727291	0.423414979648742	
Nut10h.vs.Nut0h	enhancer	ENSG00000261469	RP11-96D1.6	16:68125675-68125897	16:68125315-68126324	16:68262534-68280544	16:68123164-68125854	maintained		146184	1.68308003906303	0.545508595836687	1.86766838898314	
Nut10h.vs.Nut0h	enhancer	ENSG00000236810	RP5-886K2.3	1:24192055-24192277	1:24191355-24192880	1:24102972-24113979	1:24190943-24206180	gained		86989	1.2748331133379	0.585744528604757	1.28979691247853	
Nut10h.vs.Nut0h	enhancer	ENSG00000129197	RPAIN	17:5335297-5335519	17:5333571-5335943	17:5320579-5329948	17:5331413-5337394	maintained	MIR203A_3P	12847	1.29803990986483	0.567642020007649	0.677347614221662	
Nut10h.vs.Nut0h	enhancer	ENSG00000103932	RPAP1	15:42083163-42083385	15:42082309-42084157	15:41834858-41837238	15:42081433-42083774	maintained		246407	1.33492597228112	0.435961515518075	1.40187818945323	
Nut10h.vs.Nut0h	enhancer	ENSG00000260031	RPL10P14	16:50200870-50201092	16:50199917-50202059	16:50175457-50189165	16:50194697-50201355	maintained		15093	1.91484564193577	0.435064363862806	1.72296394964678	
Nut10h.vs.Nut0h	enhancer	ENSG00000187257	RSBN1L	7:77373395-77373617	7:77373020-77374576	7:77325125-77327287	7:77373105-77374285	maintained	MIR6124,GAGCCAG_MIR149,ZNF581_TARGET_GENES,PGM3_TARGET_GENES,CAGCACT_MIR5123P	48146	1.47629440654969	0.528302589929925	1.51931724254048	
Nut10h.vs.Nut0h	enhancer	ENSG00000214293	RSBN1L-AS1	7:77373395-77373617	7:77373020-77374576	7:77325125-77327287	7:77373105-77374285	maintained	ZNF581_TARGET_GENES,PGM3_TARGET_GENES	47524	1.47629440654969	0.528302589929925	1.51931724254048	
Nut10h.vs.Nut0h	enhancer	ENSG00000125744	RTN2	19:45903572-45903794	19:45902741-45904010	19:45903271-45910798	19:45981987-45998429	maintained	HELLER_HDAC_TARGETS_UP	97036	1.03893771117487	0.377213838228898	1.03893771117487	
Nut10h.vs.Nut0h	enhancer	ENSG00000125744	RTN2	19:45903572-45903794	19:45902741-45904010	19:45903271-45910798	19:45998430-46009501	gained	HELLER_HDAC_TARGETS_UP	97036	1.03893771117487	0.377213838228898	1.03893771117487	
Nut10h.vs.Nut0h	enhancer	ENSG00000196754	S100A2	1:153498686-153498908	1:153498108-153499797	1:153495077-153523136	1:153536569-153543043	maintained	DELYS_THYROID_CANCER_UP,JOHNSTONE_PARVB_TARGETS_3_UP,AP1FJ_Q2,AP1_Q4,HAND1_TARGET_GENES,MIR138_5P	41969	1.41151347858563	0.936401380759536	1.56515489696426	
Nut10h.vs.Nut0h	enhancer	ENSG00000196754	S100A2	1:153498686-153498908	1:153498108-153499797	1:153495077-153523136	1:153536569-153543043	maintained	DELYS_THYROID_CANCER_UP,JOHNSTONE_PARVB_TARGETS_3_UP,AP1FJ_Q2,AP1_Q4,HAND1_TARGET_GENES,MIR138_5P	41969	1.41151347858563	0.936401380759536	1.56515489696426	
Nut10h.vs.Nut0h	enhancer	ENSG00000001617	SEMA3F	3:50195362-50195584	3:50194910-50196101	3:50188990-50207035	3:50209863-50216672	maintained	DELYS_THYROID_CANCER_UP	3395	1.26851979055003	0.451041490961121	1.11385707140673	
Nut10h.vs.Nut0h	enhancer	ENSG00000184640	SEPT9	17:75404064-75404286	17:75400173-75408809	17:75420227-75431898	17:75400914-75418792	gained	chr17q25,JOHNSTONE_PARVB_TARGETS_3_UP,MIR6774_5P,LET_7F_2_3P,MIR1185_1_3P_MIR1185_2_3P,MIR300,MIR381_3P,HAND1_TARGET_GENES,TAZ_TARGET_GENES,MIR544A	127924	1.44828654443607	1.1949549420949	0.425007478065701	
Nut10h.vs.Nut0h	enhancer	ENSG00000115128	SF3B14	2:24307121-24307343	2:24305368-24308274	2:24295863-24302128	2:24303775-24318769	maintained		7519	0.786834496339559	0.668420221703785	0.408148307060056	
Nut10h.vs.Nut0h	enhancer	ENSG00000156384	SFR1	10:105660094-105660316	10:105659886-105660801	10:105879858-105883772	10:105655156-105662521	maintained	JOHNSTONE_PARVB_TARGETS_3_UP,GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	221211	0.88633566789313	0.988531534881563	0.781515373765436	
